station,lat,lon,station_name_pinyin,station_name_zh,station_name_en,city_pinyin,city_zh,city_en,region,province
2407A,32.9683,112.55,lǐgōngxuéyuàn,理工学院,Freelance staff FLSH F/SCES,nányáng,南阳,Nanyang,Mainland China,Henan
2408A,34.4286,115.6697,huánjìngjiāncèzhàn　,环境监测站　,Environmental monitoring station,shāngqīu,商丘,Shangqiu,Mainland China,Henan
2409A,34.429,115.6558,liángshíjú　,粮食局　,Grain bureau,shāngqīu,商丘,Shangqiu,Mainland China,Henan
2410A,34.407,115.6386,sūiyángqūhuánbǎojú　,睢阳区环保局　,Puyang District Environmental Protection Bureau,shāngqīu,商丘,Shangqiu,Mainland China,Henan
2411A,34.402,115.6578,dìsānrénmínyìyuàn　,第三人民医院　,Third People&#39;s Hospital,shāngqīu,商丘,Shangqiu,Mainland China,Henan
2420A,32.965,114.018,shìyīzhǐchǎng　,市一纸厂　,City paper factory,zhùmǎdiàn,驻马店,Zhumadian,Mainland China,Henan
2421A,33.0069,114.0131,shìcǎiyìnchǎng　,市彩印厂　,City Color Printing Factory,zhùmǎdiàn,驻马店,Zhumadian,Mainland China,Henan
2422A,32.996,113.996,tiānfāngèrfēnchǎng　,天方二分厂　,Tianfang Second Branch,zhùmǎdiàn,驻马店,Zhumadian,Mainland China,Henan
2423A,30.2352,115.0625,shěnjiāyíng,沈家营,Shen Jiaying,huángshí,黄石,Huangshi,Mainland China,Hubei
2424A,30.2028,115.0767,chénjiāwān,陈家湾,Chen Jiawan,huángshí,黄石,Huangshi,Mainland China,Hubei
2425A,30.1765,114.9551,xīnxiàlù,新下陆,New land,huángshí,黄石,Huangshi,Mainland China,Hubei
2426A,30.2043,114.8949,tiěshān,铁山,Tieshan,huángshí,黄石,Huangshi,Mainland China,Hubei
2427A,30.2099,115.0264,jīngjìkāifāqū,经济开发区,economic development Zone,huángshí,黄石,Huangshi,Mainland China,Hubei
2428A,32.395,111.0419,wǔdāngshān,武当山,Wudang Mountains,shíyàn,十堰,Shiyan,Mainland China,Hubei
2429A,32.6494,110.78,bīnhéxīncūn,滨河新村,Binhe New Village,shíyàn,十堰,Shiyan,Mainland China,Hubei
2430A,32.6389,110.7258,líujiāgōu,刘家沟,Liujiagou,shíyàn,十堰,Shiyan,Mainland China,Hubei
2431A,32.5714,110.8839,tiěèrchù,铁二处,Iron two,shíyàn,十堰,Shiyan,Mainland China,Hubei
2432A,32.0197,112.155,xiāngchéngyùndònglù,襄城运动路,Yucheng Sports Road,xiāngyáng,襄阳,Xiangyang,Mainland China,Hubei
2433A,32.0564,112.1392,fánchéngxīnhuálù,樊城新华路,Fancheng Xinhua Road,xiāngyáng,襄阳,Xiangyang,Mainland China,Hubei
2434A,32.1142,112.1825,gāoxīnguǎnwěihùi,高新管委会,High-tech management committee,xiāngyáng,襄阳,Xiangyang,Mainland China,Hubei
2435A,32.0903,112.2106,xiāngzhōuhángkōnglù,襄州航空路,Zhangzhou Aviation Road,xiāngyáng,襄阳,Xiangyang,Mainland China,Hubei
2436A,30.3944,114.8878,shìzhèngfǔ,市政府,Local government,èzhōu,鄂州,Ezhou,Mainland China,Hubei
2225A,43.1594,124.3711,yīshāngcháng,一商场,a mall,sìpíng,四平,Siping,Mainland China,Jilin
2438A,30.4133,114.8131,fánkǒukāifāqū,凡口开发区,Fankou Development Zone,èzhōu,鄂州,Ezhou,Mainland China,Hubei
2439A,31.0483,112.2014,zhúyuánxiǎoxué,竹园小学,Zhuyuan Primary School,jīngmén,荆门,Jingmen,Mainland China,Hubei
2440A,30.9892,112.1969,duódāo,掇刀,Sickle,jīngmén,荆门,Jingmen,Mainland China,Hubei
2441A,31.0386,112.2211,shíhuàyīxiǎo,石化一小,Petrochemical small,jīngmén,荆门,Jingmen,Mainland China,Hubei
2442A,31.0375,112.1931,shìzhèngfǔ,市政府,Local government,jīngmén,荆门,Jingmen,Mainland China,Hubei
2443A,30.9285,113.9153,wénhuàlù,文化路,Cultural road,xiàogǎn,孝感,Xiaogan,Mainland China,Hubei
2444A,30.9075,113.942,dōngchéngqū,东城区,Dongcheng District,xiàogǎn,孝感,Xiaogan,Mainland China,Hubei
2445A,30.4522,114.8857,dàzhōudǎo,大洲岛,Dazhou Island,huánggāng,黄冈,Huanggang,Mainland China,Hubei
2446A,30.4742,114.9028,zhígōngzhōngxīn,职工中心,Staff center,huánggāng,黄冈,Huanggang,Mainland China,Hubei
2447A,29.8181,114.3036,sēnlíngōngyuán,森林公园,Forest Park,xiánníng,咸宁,Xianning,Mainland China,Hubei
2448A,29.8211,114.3231,shìfāgǎiwěi,市发改委,Municipal Development and Reform Commission,xiánníng,咸宁,Xianning,Mainland China,Hubei
2449A,29.8539,114.2894,xiánānqūzhèngfǔ,咸安区政府,Xian&#39;an District Government,xiánníng,咸宁,Xianning,Mainland China,Hubei
2450A,29.8686,114.3372,chángjiāngchǎnyèyuán,长江产业园,Yangtze River Industrial Park,xiánníng,咸宁,Xianning,Mainland China,Hubei
2451A,31.7275,113.3583,shìwěidǎngxiào,市委党校,Party School of Municipal Committee,súizhōu,随州,Suizhou,Mainland China,Hubei
2452A,31.6908,113.3833,shìlínyèjú,市林业局,Municipal Forestry Bureau,súizhōu,随州,Suizhou,Mainland China,Hubei
2453A,31.7308,113.3983,shìlìjiāoqiáoshǔichǎng,市立交桥水厂,City Crossover Water Plant,súizhōu,随州,Suizhou,Mainland China,Hubei
2454A,30.2989,109.5039,húběimínyuàn,湖北民院,Hubei Provincial People&#39;s Court,ēnshīzhōu,恩施州,Enshi Tujia and Miao Autonomous Prefecture,Mainland China,Hubei
2455A,30.2819,109.4689,zhōudiànlìzǒnggōngsī,州电力总公司,State Power Corporation,ēnshīzhōu,恩施州,Enshi Tujia and Miao Autonomous Prefecture,Mainland China,Hubei
2456A,26.9089,112.5328,yuán169yìyuàn,原169医院,Original 169 hospital,héngyáng,衡阳,Hengyang,Mainland China,Hunan
2457A,26.9258,112.6194,héngyánghuàgōngzǒngchǎng,衡阳化工总厂,Hengyang Chemical General Factory,héngyáng,衡阳,Hengyang,Mainland China,Hunan
2458A,26.8956,112.6211,zhūhūiqūhuánbǎojú,珠晖区环保局,Zhuhui District Environmental Protection Bureau,héngyáng,衡阳,Hengyang,Mainland China,Hunan
2459A,26.8733,112.6197,shìwěidǎngxiào,市委党校,Party School of Municipal Committee,héngyáng,衡阳,Hengyang,Mainland China,Hunan
2460A,26.8919,112.6006,shìjiāncèzhàn,市监测站,City monitoring station,héngyáng,衡阳,Hengyang,Mainland China,Hunan
2461A,26.9056,112.5664,zhēnkōngjīdiàngōngsī,真空机电公司,Vacuum electromechanical company,héngyáng,衡阳,Hengyang,Mainland China,Hunan
2462A,27.3033,111.5239,shìshǔitǔsuǒ,市水土所,City Water and Soil Institute,shàoyáng,邵阳,Shaoyang,Mainland China,Hunan
2463A,27.2317,111.4733,shìyīzhōng,市一中,City one,shàoyáng,邵阳,Shaoyang,Mainland China,Hunan
2464A,27.2582,111.4908,shìhuàgōngchǎng,市化工厂,City chemical plant,shàoyáng,邵阳,Shaoyang,Mainland China,Hunan
2465A,27.2537,111.4503,shìguàntóuchǎng,市罐头厂,Canning factory,shàoyáng,邵阳,Shaoyang,Mainland China,Hunan
2466A,27.2272,111.4328,shìhuánbǎojú,市环保局,municipal environmental protection Bureau,shàoyáng,邵阳,Shaoyang,Mainland China,Hunan
2467A,28.6428,112.4067,gānxīgǎng,甘溪港,Ganxi Port,yìyáng,益阳,Yiyang,Mainland China,Hunan
2468A,28.5808,112.3458,shìhuánbǎojú,市环保局,municipal environmental protection Bureau,yìyáng,益阳,Yiyang,Mainland China,Hunan
2469A,28.56,112.3439,shìtèshūjiàoyùxuéxiào,市特殊教育学校,City special education school,yìyáng,益阳,Yiyang,Mainland China,Hunan
2470A,28.6047,112.3347,zīyángqūzhèngwùzhōngxīn,资阳区政务中心,Ziyang District Government Affairs Center,yìyáng,益阳,Yiyang,Mainland China,Hunan
2471A,28.5819,112.3744,hèshānhuánbǎofēnjú,赫山环保分局,Heshan Environmental Protection Bureau,yìyáng,益阳,Yiyang,Mainland China,Hunan
2472A,25.9061,113.0073,mǎtóulíng,马头岭,Matouling,chēnzhōu,郴州,Zhangzhou,Mainland China,Hunan
2473A,25.8226,113.0116,shìzhízhōng,市职中,City office,chēnzhōu,郴州,Zhangzhou,Mainland China,Hunan
2474A,25.8179,113.0119,xīnglóngbùxíngjiē,兴隆步行街,Xinglong Pedestrian Street,chēnzhōu,郴州,Zhangzhou,Mainland China,Hunan
2475A,25.8071,113.0383,shìshěnjìjú,市审计局,Municipal Audit Office,chēnzhōu,郴州,Zhangzhou,Mainland China,Hunan
2476A,25.7759,113.0348,shìhuánbǎojú,市环保局,municipal environmental protection Bureau,chēnzhōu,郴州,Zhangzhou,Mainland China,Hunan
2477A,26.2081,111.6217,línglíngnánjīndù,零陵南津渡,Lingling Nanjindu,yǒngzhōu,永州,Yongzhou,Mainland China,Hunan
2478A,26.4214,111.6156,shìhuánjìngjiāncèzhàn,市环境监测站,City Environmental Monitoring Station,yǒngzhōu,永州,Yongzhou,Mainland China,Hunan
2479A,26.2331,111.6236,línglíngqūhuánbǎojú,零陵区环保局,Lingling District Environmental Protection Bureau,yǒngzhōu,永州,Yongzhou,Mainland China,Hunan
2480A,26.4364,111.5992,yǒngzhōushìhuánbǎojú,永州市环保局,Yongzhou Environmental Protection Bureau,yǒngzhōu,永州,Yongzhou,Mainland China,Hunan
2481A,26.4519,111.5989,lěngshǔitānqūhuánbǎojú,冷水滩区环保局,Cold Water Beach District Environmental Protection Bureau,yǒngzhōu,永州,Yongzhou,Mainland China,Hunan
2482A,27.5733,109.9333,línkēsuǒ,林科所,Forest Institute,huáihuà,怀化,Huaihua,Mainland China,Hunan
2483A,27.5444,109.9453,héxīdìshùijú,河西地税局,Hexi Local Taxation Bureau,huáihuà,怀化,Huaihua,Mainland China,Hunan
2484A,27.5342,109.9792,shìsìyìyuàn,市四医院,City Fourth Hospital,huáihuà,怀化,Huaihua,Mainland China,Hunan
2485A,27.5578,109.9972,jiāncèlóu,监测楼,Monitoring building,huáihuà,怀化,Huaihua,Mainland China,Hunan
2486A,27.583,110.0394,shìwěidǎngxiào,市委党校,Party School of Municipal Committee,huáihuà,怀化,Huaihua,Mainland China,Hunan
2487A,27.725,111.9975,diànshìfāshètái,电视发射台,TV launch pad,lóudǐ,娄底,Bottom,Mainland China,Hunan
2488A,27.725,111.9975,shìjiāncèzhàn,市监测站,City monitoring station,lóudǐ,娄底,Bottom,Mainland China,Hunan
2489A,27.7314,112.0194,shìwěidǎngxiào,市委党校,Party School of Municipal Committee,lóudǐ,娄底,Bottom,Mainland China,Hunan
2490A,27.7569,111.9561,liángāng,涟钢,Handan Steel,lóudǐ,娄底,Bottom,Mainland China,Hunan
2491A,27.7044,111.9892,shìzhèngfǔ,市政府,Local government,lóudǐ,娄底,Bottom,Mainland China,Hunan
2494A,28.2675,109.6958,jíshǒushìjìshēngjú,吉首市计生局,Jishou City Family Planning Bureau,xiāngxīzhōu,湘西州,Xiangxi,Mainland China,Hunan
2495A,23.4792,111.2897,shìhuánbǎo,市环保,City environmental protection,wúzhōu,梧州,Zhangzhou,Mainland China,Guangxi
2497A,23.415,111.2353,lóngwéi,龙圩,Long Yu,wúzhōu,梧州,Zhangzhou,Mainland China,Guangxi
2498A,23.4794,111.26,lóngxīn,龙新,Long Xin,wúzhōu,梧州,Zhangzhou,Mainland China,Guangxi
2499A,21.6158,108.3411,shāwàn,沙万,Shawan,fángchénggǎng,防城港,Fangchenggang,Mainland China,Guangxi
2500A,21.7631,108.3511,fángchéngzhènzhèngfǔ,防城镇政府,Town government,fángchénggǎng,防城港,Fangchenggang,Mainland China,Guangxi
2501A,21.6414,108.3506,dàhǎihuāyuán,大海花园,Sea garden,fángchénggǎng,防城港,Fangchenggang,Mainland China,Guangxi
2502A,21.9667,108.6236,shìhuánbǎozhàn,市环保站,City Environmental Protection Station,qīnzhōu,钦州,Qinzhou,Mainland China,Guangxi
2503A,21.9508,108.6553,shìnóngkēyuàn,市农科院,City Academy of Agricultural Sciences,qīnzhōu,钦州,Qinzhou,Mainland China,Guangxi
2504A,21.7431,108.5989,gǎngqūyīxiǎo,港区一小,a small port area,qīnzhōu,钦州,Qinzhou,Mainland China,Guangxi
2505A,23.1478,109.5681,dézhìgāozhōng,德智高中,Dezhi High School,gùigǎng,贵港,Guigang,Mainland China,Guangxi
2506A,23.0672,109.6042,jiāngnánzǐzhàn　,江南子站　,Jiangnanzi Station,gùigǎng,贵港,Guigang,Mainland China,Guangxi
2507A,23.0944,109.6014,gùichéngzǐzhàn,贵城子站,Guicheng Substation,gùigǎng,贵港,Guigang,Mainland China,Guangxi
2508A,23.1036,109.5683,héchéngzǐzhàn,荷城子站,Holland City Station,gùigǎng,贵港,Guigang,Mainland China,Guangxi
2509A,22.7019,110.1106,hánshānshǔikù,寒山水库,Hanshan Reservoir,yùlín,玉林,Yulin,Mainland China,Guangxi
2510A,22.6411,110.1675,shìjiāncèzhàn,市监测站,City monitoring station,yùlín,玉林,Yulin,Mainland China,Guangxi
2511A,22.6164,110.1433,nánjiāngyīzhōng,南江一中,Nanjiang No. 1 Middle School,yùlín,玉林,Yulin,Mainland China,Guangxi
2512A,23.9011,106.6103,shìjiāncèzhàn,市监测站,City monitoring station,bǎisè,百色,Baise,Mainland China,Guangxi
2513A,23.8844,106.6527,shìzhōngxīnxiězhàn,市中心血站,Downtown Blood Station,bǎisè,百色,Baise,Mainland China,Guangxi
2515A,24.4072,111.5622,zhèngxiédàlóu,政协大楼,CPPCC Building,hèzhōu,贺州,Hezhou,Mainland China,Guangxi
2516A,24.7121,108.2134,dōngrénlèyuán,东仁乐园,Dongren Paradise,héchí,河池,Hechi,Mainland China,Guangxi
2517A,24.6928,108.054,shìhuánbǎozhàn,市环保站,City Environmental Protection Station,héchí,河池,Hechi,Mainland China,Guangxi
2518A,24.6967,108.1009,shìjíkòngzhōngxīn,市疾控中心,City CDC,héchí,河池,Hechi,Mainland China,Guangxi
2519A,23.7208,109.2131,láibīnèrzhōng,来宾二中,Guest 2,láibīn,来宾,guest,Mainland China,Guangxi
2520A,23.7369,109.2317,láiyězhāodàisuǒ,来冶招待所,Laiye Guest House,láibīn,来宾,guest,Mainland China,Guangxi
2521A,22.4137,107.3476,shìhuánbǎojújiāngzhōufēnjú,市环保局江州分局,City Environmental Protection Bureau Jiangzhou Branch,chóngzuǒ,崇左,Chongzuo,Mainland China,Guangxi
2522A,22.3708,107.3701,chéngnánxīnqū,城南新区,Chengnan New District,chóngzuǒ,崇左,Chongzuo,Mainland China,Guangxi
2523A,32.4535,105.8945,hēishípō,黑石坡,Black stone slope,guǎngyuán,广元,Guangyuan,Mainland China,Sichuan
2524A,32.4429,105.8242,lǎochéng,老城,Old Town,guǎngyuán,广元,Guangyuan,Mainland China,Sichuan
2525A,32.4246,105.8153,nánbà,南坝,Nanba,guǎngyuán,广元,Guangyuan,Mainland China,Sichuan
2526A,32.4285,105.8624,jiāncèzhàn,监测站,GHG monitoring,guǎngyuán,广元,Guangyuan,Mainland China,Sichuan
2527A,30.5797,105.7519,shíxīhào,石溪浩,Shi Xihao,sùiníng,遂宁,Suining,Mainland China,Sichuan
2528A,30.6133,105.68,shìjiāncèzhàn,市监测站,City monitoring station,sùiníng,遂宁,Suining,Mainland China,Sichuan
2529A,30.6347,105.8161,xíngzhèngzhōngxīn,行政中心,Administrative Center,sùiníng,遂宁,Suining,Mainland China,Sichuan
2530A,30.475,105.5956,měiníngshípǐngōngsī,美宁食品公司,Meining Food Company,sùiníng,遂宁,Suining,Mainland China,Sichuan
2531A,29.5953,105.0331,shìjiāncèzhàn,市监测站,City monitoring station,nèijiāng,内江,Neijiang,Mainland China,Sichuan
2532A,29.5947,105.0717,dōngxīngqūzhèngfǔ,东兴区政府,Dongxing District Government,nèijiāng,内江,Neijiang,Mainland China,Sichuan
2533A,29.5817,105.0653,nèijiāngèrzhōng,内江二中,Neijiang No. 2 Middle School,nèijiāng,内江,Neijiang,Mainland China,Sichuan
2534A,29.5822,105.0406,nèijiāngrìbàoshè,内江日报社,Neijiang Daily,nèijiāng,内江,Neijiang,Mainland China,Sichuan
2535A,29.5467,103.7705,lèshāndàfójǐngqū,乐山大佛景区,Leshan Giant Buddha Scenic Area,lèshān,乐山,Leshan,Mainland China,Sichuan
2536A,29.5844,103.7627,níuěrqiáo,牛耳桥,Bull ear bridge,lèshān,乐山,Leshan,Mainland China,Sichuan
2537A,29.6007,103.7506,shìdìsānshǔichǎng,市第三水厂,City Third Water Plant,lèshān,乐山,Leshan,Mainland China,Sichuan
2538A,29.5634,103.757,shìjiāncèzhàn,市监测站,City monitoring station,lèshān,乐山,Leshan,Mainland China,Sichuan
2539A,30.0506,103.8986,máyíguān,蟆颐观,View,méishān,眉山,Meishan,Mainland China,Sichuan
2540A,30.0874,103.8416,qìxiàngjú,气象局,Weather bureau,méishān,眉山,Meishan,Mainland China,Sichuan
2541A,30.0691,103.8495,xùguāngxiǎoqū,旭光小区,Xuguang Community,méishān,眉山,Meishan,Mainland China,Sichuan
2542A,30.062,103.8341,shìjiāncèzhàn,市监测站,City monitoring station,méishān,眉山,Meishan,Mainland China,Sichuan
2543A,30.518,106.631,xiǎopíngjìujū,小平旧居,Xiao Ping&#39;s old residence,guǎngān,广安,Guang&#39;an,Mainland China,Sichuan
2544A,30.4576,106.6303,shìwěi,市委,Municipal party committee,guǎngān,广安,Guang&#39;an,Mainland China,Sichuan
2545A,30.4663,106.6271,yǒuyízhōngxué,友谊中学,Friendship Middle School,guǎngān,广安,Guang&#39;an,Mainland China,Sichuan
2546A,30.4844,106.6406,réngōnghú,人工湖,artificial lakes,guǎngān,广安,Guang&#39;an,Mainland China,Sichuan
2547A,30.4551,106.6388,guǎngdiànhuāyuán,广电花园,Radio and TV Garden,guǎngān,广安,Guang&#39;an,Mainland China,Sichuan
2548A,31.2797,107.5272,dázhōuzhíyèjìzhúxuéyuàn,达州职业技术学院,Dazhou Vocational and Technical College,dázhōu,达州,"Dazhou, Sichuan",Mainland China,Sichuan
2549A,31.215,107.525,shìhuánjìngjiāncèzhàn,市环境监测站,City Environmental Monitoring Station,dázhōu,达州,"Dazhou, Sichuan",Mainland China,Sichuan
2550A,31.2108,107.4967,fènghuángxiǎoqū,凤凰小区,Phoenix Community,dázhōu,达州,"Dazhou, Sichuan",Mainland China,Sichuan
2551A,31.1956,107.5069,dáxiànjīguānbīnguǎn,达县机关宾馆,Daxian Government Hotel,dázhōu,达州,"Dazhou, Sichuan",Mainland China,Sichuan
2552A,31.2058,107.4611,shìzhèngzhōngxīn,市政中心,Civic center,dázhōu,达州,"Dazhou, Sichuan",Mainland China,Sichuan
2553A,30.0125,103.009,dàxīng526tái,大兴526台,Daxing 526,yǎān,雅安,Ya'an,Mainland China,Sichuan
2554A,29.9899,103.0013,jiànānchǎng,建安厂,Jian&#39;an Factory,yǎān,雅安,Ya'an,Mainland China,Sichuan
2555A,29.9834,103.0109,shìzhèngfǔ,市政府,Local government,yǎān,雅安,Ya'an,Mainland China,Sichuan
2556A,29.9816,103.0001,chuānnóngdà,川农大,Sichuan Agricultural University,yǎān,雅安,Ya'an,Mainland China,Sichuan
2557A,31.8475,106.7583,nánkāngōngyuán,南龛公园,Nanxun Park,bāzhōng,巴中,Bazhong,Mainland China,Sichuan
2558A,31.8711,106.7389,shìhuánbǎojú,市环保局,municipal environmental protection Bureau,bāzhōng,巴中,Bazhong,Mainland China,Sichuan
2559A,31.8531,106.7594,bāzhōngzhōngxué,巴中中学,Bazhong Middle School,bāzhōng,巴中,Bazhong,Mainland China,Sichuan
2560A,31.8456,106.7608,shìlìuzhōng,市六中,City Sixth,bāzhōng,巴中,Bazhong,Mainland China,Sichuan
2561A,30.1366,104.6617,liánhuāshān,莲花山,Lotus mountain,zīyáng,资阳,Ziyang,Mainland China,Sichuan
2562A,30.1506,104.6356,zīyángzhōngxué,资阳中学,Ziyang Middle School,zīyáng,资阳,Ziyang,Mainland China,Sichuan
2563A,30.1377,104.6289,sìsānyīchǎng,四三一厂,Four three one factory,zīyáng,资阳,Ziyang,Mainland China,Sichuan
2564A,30.1142,104.6469,shīfànxiào,师范校,Normal school,zīyáng,资阳,Ziyang,Mainland China,Sichuan
2565A,30.1259,104.6294,qūfǎyuàn,区法院,District court,zīyáng,资阳,Ziyang,Mainland China,Sichuan
2566A,31.9286,102.1755,zhōunóngkēsuǒ,州农科所,State Agricultural Institute,ābàzhōu,阿坝州,Aba Prefecture,Mainland China,Sichuan
2567A,31.9025,102.2218,zhōujiāncèzhàn,州监测站,State monitoring station,ābàzhōu,阿坝州,Aba Prefecture,Mainland China,Sichuan
2568A,31.8934,102.2402,mǎshīxiào,马师校,Marsh school,ābàzhōu,阿坝州,Aba Prefecture,Mainland China,Sichuan
2569A,30.0506,101.9628,jiāngjūnqiáo,将军桥,General bridge,gānzīzhōu,甘孜州,Garzê Tibetan Autonomous Prefecture,Mainland China,Sichuan
2570A,30.0475,101.9603,shǔiqiáozǐ,水桥子,Water bridge,gānzīzhōu,甘孜州,Garzê Tibetan Autonomous Prefecture,Mainland China,Sichuan
2571A,27.8094,102.3419,qīnglóngsì,青龙寺,Qinglong Temple,liángshānzhōu,凉山州,Liangshan Prefecture,Mainland China,Sichuan
2572A,27.8408,102.2714,qiónghǎibīnguǎn,邛海宾馆,Bohai Hotel,liángshānzhōu,凉山州,Liangshan Prefecture,Mainland China,Sichuan
2573A,27.8978,102.2625,xīchāngshìzhèngfǔ,西昌市政府,Xichang Municipal Government,liángshānzhōu,凉山州,Liangshan Prefecture,Mainland China,Sichuan
2574A,27.8847,102.2689,liángshānzhōuzhèngfǔ,凉山州政府,Liangshan Prefecture Government,liángshānzhōu,凉山州,Liangshan Prefecture,Mainland China,Sichuan
